"Lower Frequency";"Upper Frequency";"RR Region 1 Allocation and RR footnotes applicable to CEPT";"RR Region 1 frequency range footnotes";"European Common Allocation and ECA footnotes";"ECA frequency range footnotes";"ECC/ERC harmonisation measure";"Applications";"Standard";"Notes"
"4200 MHz";"4400 MHz";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.439, 5.440";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.440, ECA36";"";"Aeronautical military systems";"";""
"4200 MHz";"4400 MHz";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.439, 5.440";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.440, ECA36";"";"Altimeters";"";""
"4200 MHz";"4400 MHz";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.439, 5.440";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.440, ECA36";"";"Passive sensors (satellite)";"";"For sea surface temperature measurements"
"4200 MHz";"4400 MHz";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.439, 5.440";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.440, ECA36";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
"4200 MHz";"4400 MHz";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.439, 5.440";"AERONAUTICAL MOBILE (R)(5.436), AERONAUTICAL RADIONAVIGATION(5.438)";"5.437, 5.440, ECA36";"";"WAIC";"";""
"4400 MHz";"4500 MHz";"FIXED, MOBILE";"";"FIXED, MOBILE";"ECA20, ECA36";"";"Aeronautical military systems";"";""
"4400 MHz";"4500 MHz";"FIXED, MOBILE";"";"FIXED, MOBILE";"ECA20, ECA36";"";"Land military systems";"";""
"4400 MHz";"4500 MHz";"FIXED, MOBILE";"";"FIXED, MOBILE";"ECA20, ECA36";"";"Maritime military systems";"";""
"4400 MHz";"4500 MHz";"FIXED, MOBILE";"";"FIXED, MOBILE";"ECA20, ECA36";"";"PMSE";"EN 302 064";"Mobile applications for coordinated Wireless Video Links applications for occasional use"
"4400 MHz";"4500 MHz";"FIXED, MOBILE";"";"FIXED, MOBILE";"ECA20, ECA36";"";"Telemetry/Telecommand (military)";"";""
"4400 MHz";"4500 MHz";"FIXED, MOBILE";"";"FIXED, MOBILE";"ECA20, ECA36";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"";"Aeronautical military systems";"";""
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"";"FSS Earth stations";"";"FSS not to be implemented in NATO Europe. Fixed-Satellite frequency plan in 4500-4800 MHz"
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"";"Land military systems";"";""
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"";"Maritime military systems";"";""
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"";"PMSE";"EN 302 064";"Mobile applications for coordinated Wireless Video Links applications for occasional use"
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"";"Telemetry/Telecommand (military)";"";""
"4500 MHz";"4800 MHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH)(5.441), MOBILE";"ECA20, ECA36";"ECC/DEC/(06)04, ECC/REC/(11)09, ECC/REC/(11)10, ERC/REC 70-03";"UWB applications";"EN 302 065";"Generic UWB. Location Tracking Type 2 (LT2). Location Application for Emergency Services (LAES)"
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"Aeronautical military systems";"";""
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"ECC/REC/(08)04";"BBDR";"EN 302 625";"Within the band 4940-4990 MHz. Optinal band for BBDR within the PPDR uses"
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"Land military systems";"";""
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"Maritime military systems";"";""
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"PMSE";"EN 302 064";"Mobile applications for coordinated Wireless Video Links applications for occasional use"
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"Passive sensors (satellite)";"";"Space Research and EESS (passive) above 4950 MHz in some countries"
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"Radio astronomy";"";"Continuum and spectral line observations, (e.g. formaldehyde line), VLBI"
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"4800 MHz";"4990 MHz";"FIXED, MOBILE(5.442, 5.440A, 5.441A, 5.441B), Radio Astronomy";"5.149, 5.339, 5.443";"FIXED, MOBILE(5.440A, 5.441A, 5.441B, 5.442), Radio Astronomy";"5.149, 5.339, ECA20, ECA36";"";"Telemetry/Telecommand (military)";"";""
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"";"Aeronautical military systems";"";""
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"";"Land military systems";"";""
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"";"Maritime military systems";"";""
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"";"PMSE";"";"Mobile applications for coordinated Wireless Video Links applications for occasional use"
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"";"Radio astronomy";"";"Continuum observations, VLBI"
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"4990 MHz";"5000 MHz";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY, Space Research (passive)";"5.149";"FIXED, MOBILE EXCEPT AERONAUTICAL MOBILE, RADIO ASTRONOMY";"5.149, ECA20, ECA36";"";"Telemetry/Telecommand (military)";"";""
"5000 MHz";"5010 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE), Radio Astronomy, Space Research (passive)";"";"";"GALILEO";"";"For future use by Galileo"
"5000 MHz";"5010 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE), Radio Astronomy, Space Research (passive)";"";"";"Radio astronomy";"";"Continuum observation, VLBI"
"5000 MHz";"5010 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE), Radio Astronomy, Space Research (passive)";"";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"5000 MHz";"5010 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (EARTH-TO-SPACE), Radio Astronomy, Space Research (passive)";"";"";"Satellite navigation systems";"";"Aeronautical Radionavigation and FSS envisaged in some countries"
"5010 MHz";"5030 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B), Radio Astronomy, Space Research (passive)";"";"";"GALILEO";"";"C1"
"5010 MHz";"5030 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B), Radio Astronomy, Space Research (passive)";"";"";"Radio astronomy";"";"Continuum observation, VLBI"
"5010 MHz";"5030 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B), Radio Astronomy, Space Research (passive)";"";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"5010 MHz";"5030 MHz";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B)";"";"AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, RADIONAVIGATION-SATELLITE (SPACE-TO-EARTH) (SPACE-TO-SPACE)(5.328B, 5.443B), Radio Astronomy, Space Research (passive)";"";"";"Satellite navigation systems";"";"Aeronautical Radionavigation and FSS envisaged in some countries"
"5030 MHz";"5091 MHz";"AERONAUTICAL MOBILE (R)(5.443C), AERONAUTICAL MOBILE-SATELLITE (R)(5.443D), AERONAUTICAL RADIONAVIGATION";"5.444";"AERONAUTICAL MOBILE (R)(5.443C), AERONAUTICAL MOBILE-SATELLITE (R)(5.443D), AERONAUTICAL RADIONAVIGATION";"5.444";"";"MLS";"";"Aeronautical Radionavigation envisaged in some countries. FSS in use in some countries"
"5030 MHz";"5091 MHz";"AERONAUTICAL MOBILE (R)(5.443C), AERONAUTICAL MOBILE-SATELLITE (R)(5.443D), AERONAUTICAL RADIONAVIGATION";"5.444";"AERONAUTICAL MOBILE (R)(5.443C), AERONAUTICAL MOBILE-SATELLITE (R)(5.443D), AERONAUTICAL RADIONAVIGATION";"5.444";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"5091 MHz";"5150 MHz";"AERONAUTICAL MOBILE(5.444B), AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.444A)";"5.444";"AERONAUTICAL MOBILE(5.444B), AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.444A)";"5.444";"";"-";"";"FSS in use in some countries"
"5091 MHz";"5150 MHz";"AERONAUTICAL MOBILE(5.444B), AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.444A)";"5.444";"AERONAUTICAL MOBILE(5.444B), AERONAUTICAL MOBILE-SATELLITE (R)(5.443AA), AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.444A)";"5.444";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"5150 MHz";"5250 MHz";"AERONAUTICAL RADIONAVIGATION(5.446D ), FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446B, 5.446A)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.446B)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"";"Aeronautical telemetry";"";""
"5150 MHz";"5250 MHz";"AERONAUTICAL RADIONAVIGATION(5.446D ), FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446B, 5.446A)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.446B)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"ECC/REC/(08)04";"BBDR";"EN 302 625";"Temporary use by PPDR users "
"5150 MHz";"5250 MHz";"AERONAUTICAL RADIONAVIGATION(5.446D ), FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446B, 5.446A)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.446B)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"";"Feeder links";"";"Feeder links for MSS. Aeronautical Radionavigation and FSS envisaged in some countries"
"5150 MHz";"5250 MHz";"AERONAUTICAL RADIONAVIGATION(5.446D ), FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446B, 5.446A)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.446B)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"ECC/DEC/(04)08";"RLAN";"EN 301 893";"WAS/RLANs within the bands 5150-5350 MHz and 5470-5725 MHz"
"5150 MHz";"5250 MHz";"AERONAUTICAL RADIONAVIGATION(5.446D ), FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446B, 5.446A)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"AERONAUTICAL RADIONAVIGATION, FIXED-SATELLITE (EARTH-TO-SPACE)(5.447A), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.446B)";"5.446, 5.446C, 5.447, 5.447B, 5.447C";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"";"-";"";"Position fixing"
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"";"Active sensors (satellite)";"";""
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"";"Maritime radar";"";"Shipborne and VTS radar"
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"ECC/DEC/(04)08";"RLAN";"EN 301 893";"WAS/RLANs within the bands 5150-5350 MHz and 5470-5725 MHz"
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application "
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"";"Radiolocation (military)";"";""
"5250 MHz";"5255 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH(5.447D)";"5.448A, ECA22, ECA36";"";"Weather radar";"EN 303 347";"Ground based and airborne"
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"";"-";"";"Position fixing"
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"";"Active sensors (satellite)";"";""
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"";"Maritime radar";"";"Shipborne and VTS radar"
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"ECC/DEC/(04)08";"RLAN";"EN 301 893";"WAS/RLANs within the bands 5150-5350 MHz and 5470-5725 MHz"
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"ERC/REC 70-03";"Radiodetermination applications";"EN 302 372";"Within the band 4500-7000 MHz for TLPR application"
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"";"Radiolocation (military)";"";""
"5255 MHz";"5350 MHz";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.447E, 5.448, 5.448A";"EARTH EXPLORATION-SATELLITE (ACTIVE), MOBILE EXCEPT AERONAUTICAL MOBILE(5.446A, 5.447F), RADIOLOCATION, SPACE RESEARCH (ACTIVE)";"5.448A, ECA22, ECA36";"";"Weather radar";"EN 303 347";"Ground based and airborne"
