"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 303 659";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303659/01.01.01_60/en_303659v010101p.pdf"")";"865.0";"868.0";"MHz";"Tracking, tracing and data acquisition - Short Range Devices"
"EN 303 659";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303659/01.01.01_60/en_303659v010101p.pdf"")";"915.0";"919.4";"MHz";"Tracking, tracing and data acquisition - Short Range Devices"
"EN 302 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302064/02.02.01_60/en_302064v020201p.pdf"")";"2010.0";"2110.0";"MHz";"Video PMSE - PMSE"
"EN 302 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302064/02.02.01_60/en_302064v020201p.pdf"")";"2200.0";"2500.0";"MHz";"Video PMSE - PMSE"
"EN 302 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302064/02.02.01_60/en_302064v020201p.pdf"")";"2700.0";"2900.0";"MHz";"Video PMSE - PMSE"
"EN 302 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302064/02.02.01_60/en_302064v020201p.pdf"")";"7000.0";"8500.0";"MHz";"Video PMSE - PMSE"
"EN 302 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302064/02.02.01_60/en_302064v020201p.pdf"")";"10000.0";"10680.0";"MHz";"Video PMSE - PMSE"
"EN 302 064";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302000_302099/302064/02.02.01_60/en_302064v020201p.pdf"")";"21.2";"24.5";"GHz";"Video PMSE - PMSE"
"EN 304 220";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/304200_304299/30422001/01.02.01_60/en_30422001v010201p.pdf"")";"863.0";"868.0";"MHz";"Wideband data transmission systems - Short Range Devices"
"EN 304 220";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/304200_304299/30422001/01.02.01_60/en_30422001v010201p.pdf"")";"915.8";"919.4";"MHz";"Wideband data transmission systems - Short Range Devices"
"EN 303 661";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303661/01.01.01_60/en_303661v010101p.pdf"")";"17.1";"17.3";"GHz";"GBSAR - Radiodetermination applications - Short Range Devices"
"EN 303 661";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303661/01.01.01_60/en_303661v010101p.pdf"")";"76.0";"77.0";"GHz";"GBSAR - Radiodetermination applications - Short Range Devices"
"EN 303 753";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303700_303799/303753/01.01.01_60/en_303753v010101p.pdf"")";"57.0";"71.0";"GHz";"Wideband data transmission systems - Short Range Devices"
"EN 303 687";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303600_303699/303687/01.01.01_60/en_303687v010101p.pdf"")";"5945.0";"6425.0";"MHz";"RLAN - Wideband data transmission systems - Short Range Devices"
"EN 303 348";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/303348/01.02.01_60/en_303348v010201p.pdf"")";"10.0";"9000.0";"Hz";"Inductive applications - Short Range Devices"
"EN 300 152";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300100_300199/300152/01.02.01_60/en_300152v010201p.pdf"")";"121.45";"121.55";"MHz";"EPIRBs - GMDSS - Maritime"
"EN 300 152";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300100_300199/300152/01.02.01_60/en_300152v010201p.pdf"")";"242.95";"243.05";"MHz";"EPIRBs - GMDSS - Maritime"
"EN 300 676";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300600_300699/30067602/02.01.01_60/en_30067602v020101p.pdf"")";"117.975";"121.45";"MHz";"Aeronautical communications - Aeronautical"
"EN 300 676";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300600_300699/30067602/02.01.01_60/en_30067602v020101p.pdf"")";"121.45";"121.55";"MHz";"-"
"EN 300 676";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300600_300699/30067602/02.01.01_60/en_30067602v020101p.pdf"")";"121.55";"136.0";"MHz";"Aeronautical communications - Aeronautical"
"EN 300 676";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300600_300699/30067602/02.01.01_60/en_30067602v020101p.pdf"")";"136.0";"137.0";"MHz";"Aeronautical communications - Aeronautical"
"EN 300 433";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300400_300499/300433/02.01.01_60/en_300433v020101p.pdf"")";"26350.0";"27500.0";"kHz";"CB radio - Other"
"EN 303 505";"=HYPERLINK(""https://portal.etsi.org/webapp/WorkProgram/Report_WorkItem.asp?WKI_ID=50693"")";"410.0";"430.0";"MHz";"PPDR - Land mobile"
"EN 303 505";"=HYPERLINK(""https://portal.etsi.org/webapp/WorkProgram/Report_WorkItem.asp?WKI_ID=50693"")";"450.0";"459.0";"MHz";"PPDR - Land mobile"
"EN 303 505";"=HYPERLINK(""https://portal.etsi.org/webapp/WorkProgram/Report_WorkItem.asp?WKI_ID=50693"")";"460.0";"470.0";"MHz";"PPDR - Land mobile"
"EN 303 505";"=HYPERLINK(""https://portal.etsi.org/webapp/WorkProgram/Report_WorkItem.asp?WKI_ID=50693"")";"694.0";"790.0";"MHz";"PPDR - Land mobile"
"EN 303 347";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334701/02.01.01_60/en_30334701v020101p.pdf"")";"2700.0";"2900.0";"MHz";"Weather radar - Meteorology"
"EN 303 347";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334701/02.01.01_60/en_30334701v020101p.pdf"")";"5250.0";"5850.0";"MHz";"Weather radar - Meteorology"
"EN 303 347";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334701/02.01.01_60/en_30334701v020101p.pdf"")";"9300.0";"9500.0";"MHz";"Weather radar - Meteorology"
"EN 303 345";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334503/01.01.01_60/en_30334503v010101p.pdf"")";"87.5";"100.0";"MHz";"FM sound analogue - Broadcasting (terrestrial) - Broadcasting"
"EN 303 345";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334503/01.01.01_60/en_30334503v010101p.pdf"")";"100.0";"108.0";"MHz";"FM sound analogue - Broadcasting (terrestrial) - Broadcasting"
"EN 303 345";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334503/01.01.01_60/en_30334503v010101p.pdf"")";"230.0";"235.0";"MHz";"T-DAB - Broadcasting (terrestrial) - Broadcasting"
"EN 303 345";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334503/01.01.01_60/en_30334503v010101p.pdf"")";"235.0";"240.0";"MHz";"T-DAB - Broadcasting (terrestrial) - Broadcasting"
"EN 303 345";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303300_303399/30334503/01.01.01_60/en_30334503v010101p.pdf"")";"1452.0";"1492.0";"MHz";"T-DAB - Broadcasting (terrestrial) - Broadcasting"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"1518.0";"1559.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"1610.0";"1660.5";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"1668.0";"1670.0";"MHz";"IMT-2000 satellite component - MSS Earth stations - Satellite systems (civil)"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"1670.0";"1675.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"1980.0";"2010.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"2170.0";"2200.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 473";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301473/02.01.02_60/en_301473v020102p.pdf"")";"2483.5";"2500.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 303 981";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303981/01.02.01_60/en_303981v010201p.pdf"")";"10.7";"12.75";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 303 981";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303981/01.02.01_60/en_303981v010201p.pdf"")";"10.7";"12.75";"GHz";"NGSO FSS - FSS Earth stations - Satellite systems (civil)"
"EN 303 981";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303981/01.02.01_60/en_303981v010201p.pdf"")";"14.0";"14.5";"GHz";"ESIM - FSS Earth stations - Satellite systems (civil)"
"EN 303 981";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303981/01.02.01_60/en_303981v010201p.pdf"")";"14.0";"14.5";"GHz";"NGSO FSS - FSS Earth stations - Satellite systems (civil)"
"EN 300 718";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300700_300799/30071802/02.01.01_60/en_30071802v020101p.pdf"")";"435.0";"472.0";"kHz";"Emergency detection - Tracking, tracing and data acquisition - Short Range Devices"
"EN 301 842";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184205/02.01.01_60/en_30184205v020101p.pdf"")";"108.0";"117.975";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 842";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184205/02.01.01_60/en_30184205v020101p.pdf"")";"117.975";"121.45";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 842";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184205/02.01.01_60/en_30184205v020101p.pdf"")";"121.55";"136.0";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 842";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184205/02.01.01_60/en_30184205v020101p.pdf"")";"136.0";"137.0";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 721";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301700_301799/301721/02.01.01_60/en_301721v020101p.pdf"")";"137.0";"138.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 721";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301700_301799/301721/02.01.01_60/en_301721v020101p.pdf"")";"148.0";"150.05";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 721";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301700_301799/301721/02.01.01_60/en_301721v020101p.pdf"")";"399.9";"400.05";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 721";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301700_301799/301721/02.01.01_60/en_301721v020101p.pdf"")";"400.15";"401.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 841";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184103/02.01.00_20/en_30184103v020100a.pdf"")";"117.975";"121.45";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 841";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184103/02.01.00_20/en_30184103v020100a.pdf"")";"121.45";"121.55";"MHz";"-"
"EN 301 841";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184103/02.01.00_20/en_30184103v020100a.pdf"")";"121.55";"136.0";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 841";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301800_301899/30184103/02.01.00_20/en_30184103v020100a.pdf"")";"136.0";"137.0";"MHz";"Aeronautical communications - Aeronautical"
"EN 301 444";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301444/02.01.02_60/en_301444v020102p.pdf"")";"1518.0";"1559.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 444";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301444/02.01.02_60/en_301444v020102p.pdf"")";"1660.0";"1660.5";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 444";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301444/02.01.02_60/en_301444v020102p.pdf"")";"1670.0";"1675.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 443";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301443/02.01.01_60/en_301443v020101p.pdf"")";"3400.0";"4200.0";"MHz";"VSAT - FSS Earth stations - Satellite systems (civil)"
"EN 301 443";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301443/02.01.01_60/en_301443v020101p.pdf"")";"5850.0";"7075.0";"MHz";"VSAT - FSS Earth stations - Satellite systems (civil)"
"EN 302 372";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302372/02.01.01_60/en_302372v020101p.pdf"")";"4500.0";"7000.0";"MHz";"TLPR - Radiodetermination applications - Short Range Devices"
"EN 302 372";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302372/02.01.01_60/en_302372v020101p.pdf"")";"8500.0";"10600.0";"MHz";"TLPR - Radiodetermination applications - Short Range Devices"
"EN 302 372";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302372/02.01.01_60/en_302372v020101p.pdf"")";"24.05";"27.0";"GHz";"TLPR - Radiodetermination applications - Short Range Devices"
"EN 302 372";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302372/02.01.01_60/en_302372v020101p.pdf"")";"57.0";"64.0";"GHz";"TLPR - Radiodetermination applications - Short Range Devices"
"EN 302 372";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302300_302399/302372/02.01.01_60/en_302372v020101p.pdf"")";"75.0";"85.0";"GHz";"TLPR - Radiodetermination applications - Short Range Devices"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"30.01";"68.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"68.0";"70.45";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"70.45";"74.8";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"75.2";"87.5";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"146.0";"148.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"148.0";"149.9";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"149.9";"150.05";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"150.05";"153.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"153.0";"154.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"154.0";"156.4875";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"156.8375";"157.1875";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"157.1875";"157.3375";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"157.3375";"161.7875";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"161.7875";"161.9375";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"161.9375";"161.9625";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"162.0375";"169.4";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"169.8125";"174.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"406.1";"410.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"410.0";"420.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"420.0";"430.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"440.0";"450.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"450.0";"455.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"455.0";"456.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"456.0";"459.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"459.0";"460.0";"MHz";"PMR/PAMR - Land mobile"
"EN 300 086";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/300001_300099/300086/02.01.02_60/en_300086v020102p.pdf"")";"460.0";"470.0";"MHz";"PMR/PAMR - Land mobile"
"EN 302 018";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302000_302099/302018/02.01.01_60/en_302018v020101p.pdf"")";"87.5";"108.0";"MHz";"FM sound analogue - Broadcasting (terrestrial) - Broadcasting"
"EN 302 537";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302500_302599/302537/02.01.01_60/en_302537v020101p.pdf"")";"401.0";"402.0";"MHz";"ULP-AMI - Active medical implants - Short Range Devices"
"EN 302 537";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302500_302599/302537/02.01.01_60/en_302537v020101p.pdf"")";"405.0";"406.0";"MHz";"ULP-AMI - Active medical implants - Short Range Devices"
"EN 303 978";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303978/02.02.01_60/en_303978v020201p.pdf"")";"17.3";"20.2";"GHz";"GSO ESOMPs - FSS Earth stations - Satellite systems (civil)"
"EN 303 978";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303900_303999/303978/02.02.01_60/en_303978v020201p.pdf"")";"27.5";"30.0";"GHz";"GSO ESOMPs - FSS Earth stations - Satellite systems (civil)"
"EN 302 536";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302500_302599/302536/02.01.01_60/en_302536v020101p.pdf"")";"315.0";"600.0";"kHz";"ULP-AID - Active medical implants - Short Range Devices"
"EN 303 339";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303300_303399/303339/01.01.01_60/en_303339v010101p.pdf"")";"5850.0";"5925.0";"MHz";"DA2GC - Digital cellular - MFCN"
"EN 301 442";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301442/02.01.01_60/en_301442v020101p.pdf"")";"1980.0";"2010.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 301 442";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301400_301499/301442/02.01.01_60/en_301442v020101p.pdf"")";"2170.0";"2200.0";"MHz";"MSS Earth stations - Satellite systems (civil)"
"EN 303 213";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303200_303299/3032130601/01.02.01_60/en_3032130601v010201p.pdf"")";"9000.0";"9200.0";"MHz";"Radiolocation (civil) - Other"
"EN 303 213";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/303200_303299/3032130601/01.02.01_60/en_3032130601v010201p.pdf"")";"9300.0";"9500.0";"MHz";"Radiolocation (civil) - Other"
"EN 303 454";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/303400_303499/303454/01.01.01_60/en_303454v010101p.pdf"")";"9.0";"148.5";"kHz";"Inductive applications - Short Range Devices"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"30.01";"37.5";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"37.5";"38.25";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"38.25";"39.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"39.0";"39.5";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"39.5";"39.986";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"39.986";"40.02";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"40.02";"40.66";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"40.7";"40.98";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"40.98";"41.015";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"41.015";"42.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"42.0";"42.5";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"42.5";"44.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"44.0";"47.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"47.0";"50.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"50.0";"52.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"52.0";"68.0";"MHz";"PMR - PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"68.0";"70.45";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"70.45";"74.8";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"75.2";"87.5";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"146.0";"148.0";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"148.0";"149.9";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"149.9";"150.05";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"150.05";"153.0";"MHz";"PMR/PAMR - Land mobile"
"EN 301 166";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf"")";"153.0";"154.0";"MHz";"PMR/PAMR - Land mobile"
