"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf";"Landing Page"
"ECC Decisions";"ERC/DEC/(96)18";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)18 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used for cordless telephone apparatus operating in the mobile service in the frequency range 864.1 MHz to 868.1 MHz, based on the Interim European Telecommunications Standard (I-ETS) 300 131";"=HYPERLINK(""http://docdb.cept.org/download/2309"")";"=HYPERLINK(""http://docdb.cept.org/document/739"")"
"ECC Decisions";"ERC/DEC/(96)17";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)17 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used for wide band data transmission operating in the frequency range 2.4 GHz to 2.4835 GHz and using spread spectrum modulation techniques based on the European Telecommunications Standard (ETS) 300 328";"=HYPERLINK(""http://docdb.cept.org/download/2310"")";"=HYPERLINK(""http://docdb.cept.org/document/738"")"
"ECC Decisions";"ERC/DEC/(96)16";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)16 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used for wide band audio links in the frequency range 25 MHz to 3 GHz based on the European Telecommunications Standard (ETS) 300 454";"=HYPERLINK(""http://docdb.cept.org/download/2311"")";"=HYPERLINK(""http://docdb.cept.org/document/737"")"
"ECC Decisions";"ERC/DEC/(96)15";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)15 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used for wireless microphones in the 25 MHz to 3 GHz frequency range to be used in the mobile service based on the Interim European Telecommunications Standard (I-ETS) 300 422";"=HYPERLINK(""http://docdb.cept.org/download/2312"")";"=HYPERLINK(""http://docdb.cept.org/document/736"")"
"ECC Decisions";"ERC/DEC/(96)14";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)14 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used in the land mobile service for the transmission of data (and speech) and using an integral antenna based on the European Telecommunications Standard (ETS) 300 390";"=HYPERLINK(""http://docdb.cept.org/download/2313"")";"=HYPERLINK(""http://docdb.cept.org/document/735"")"
"ECC Decisions";"ERC/DEC/(96)13";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)13 of 1 November 1996 on the adoption of approval regulations for very high frequency (VHF), frequency modulated, sound broadcasting transmitters based on the European Telecommunications Standard (ETS) 300 384";"=HYPERLINK(""http://docdb.cept.org/download/2314"")";"=HYPERLINK(""http://docdb.cept.org/document/734"")"
"ECC Decisions";"ERC/DEC/(96)12";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)12 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used in the land mobile service using an integral antenna transmitting signals to initiate a specific response in the receiver based on the European Telecommunications Standard (ETS) 300 341";"=HYPERLINK(""http://docdb.cept.org/download/2315"")";"=HYPERLINK(""http://docdb.cept.org/document/733"")"
"ECC Decisions";"ERC/DEC/(96)11";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)11 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used in the land mobile service using an integral antenna intended primarily for analogue speech based on the European Telecommunications Standard (ETS) 300 296";"=HYPERLINK(""http://docdb.cept.org/download/2316"")";"=HYPERLINK(""http://docdb.cept.org/document/732"")"
"ECC Decisions";"ERC/DEC/(96)10";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)10 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used in the land mobile service for transmitting signals to initiate a specific response in the receiver based on the Interim European Telecommunications Standard (I-ETS) 300 219";"=HYPERLINK(""http://docdb.cept.org/download/2317"")";"=HYPERLINK(""http://docdb.cept.org/document/731"")"
"ECC Decisions";"ERC/DEC/(96)09";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)09 of 1 November 1996 on the adoption of approval regulations for equipment to be used for radio relay systems operating in the fixed service for the transmission of digital signals and analogue video signals operating between 21.2 GHz and 23.6 GHz based on the European Telecommunications Standard (ETS) 300 198";"=HYPERLINK(""http://docdb.cept.org/download/2318"")";"=HYPERLINK(""http://docdb.cept.org/document/730"")"
"ECC Decisions";"ERC/DEC/(96)08";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)08 of 1 November 1996 on the adoption of approval regulations for equipment to be used for radio relay systems operating in the fixed service for the transmission of digital signals and analogue video signals operating between 37 GHz and 39.5 GHz, based on the European Telecommunications Standard (ETS) 300 197";"=HYPERLINK(""http://docdb.cept.org/download/2319"")";"=HYPERLINK(""http://docdb.cept.org/document/729"")"
"ECC Decisions";"ERC/DEC/(96)07";"";"1996-11-01";"Withdrawn";"ERC/DEC/(96)07 of 1 November 1996 on the adoption of approval regulations for radio equipment to be used in the land mobile service intended for the transmission of data (and speech) and having an antenna connector, based on the European Telecommunications Standard (ETS) 300 113";"=HYPERLINK(""http://docdb.cept.org/download/2320"")";"=HYPERLINK(""http://docdb.cept.org/document/728"")"
"ECC Decisions";"ERC/DEC/(96)06";"WGFM";"1996-03-07";"Active";"ERC/DEC/(96)06 of 7 March 1996 on the withdrawal of the <a href=""https://docdb.cept.org/document/715"">ERC Decision (93)01</a> ""Decision on the frequency bands to be designated for the co-ordinated introduction of Digital Short-Range Radio (DSRR)""

";"=HYPERLINK(""http://docdb.cept.org/download/2321"")";"=HYPERLINK(""http://docdb.cept.org/document/727"")"
"ECC Decisions";"ERC/DEC/(96)05";"";"1996-03-07";"Withdrawn";"ERC/DEC/(96)05 of 7 March 1996 on the harmonised frequency band to be designated for the introduction of the Multipoint Video Distribution Systems (MVDS)";"=HYPERLINK(""http://docdb.cept.org/download/2323"")";"=HYPERLINK(""http://docdb.cept.org/document/726"")"
"ECC Decisions";"ERC/DEC/(96)04";"";"1996-03-07";"Withdrawn";"ERC/DEC/(96)04 of 7 March 1996 on the frequency bands for the introduction of the Trans European Trunked Radio System (TETRA)";"=HYPERLINK(""http://docdb.cept.org/download/2324"")";"=HYPERLINK(""http://docdb.cept.org/document/725"")"
"ECC Decisions";"ERC/DEC/(96)03";"";"1996-03-07";"Withdrawn";"ERC/DEC/(96)03 of 7 March 1996 on the harmonised frequency band to be designated for the introduction of High Performance Radio Local Area Networks (HIPERLANs)";"=HYPERLINK(""http://docdb.cept.org/download/2325"")";"=HYPERLINK(""http://docdb.cept.org/document/724"")"
"ECC Decisions";"ERC/DEC/(96)02";"";"1996-03-07";"Withdrawn";"ERC/DEC/(96)02 of 7 March 1996 on the harmonised frequency band to be designated for CEPT PR 27 radio equipment and on the implementation of the technical standard for this equipment";"=HYPERLINK(""http://docdb.cept.org/download/2326"")";"=HYPERLINK(""http://docdb.cept.org/document/723"")"
"ECC Decisions";"ERC/DEC/(96)01";"";"1996-03-07";"Withdrawn";"ERC/DEC/(96)01 of 7 March 1996 on the harmonised frequency band to be designated for the introduction of the Digital Land Mobile System for the Emergency Services";"=HYPERLINK(""http://docdb.cept.org/download/2327"")";"=HYPERLINK(""http://docdb.cept.org/document/722"")"
"ECC Decisions";"ERC/DEC/(95)03";"ECC PT1";"1995-12-01";"Active";"ERC/DEC/(95)03 of 1 December 1995 on the frequency bands to be designated for the introduction of DCS 1800";"=HYPERLINK(""http://docdb.cept.org/download/2328"")";"=HYPERLINK(""http://docdb.cept.org/document/721"")"
"ECC Decisions";"ERC/DEC/(95)02";"";"1995-12-01";"Withdrawn";"ERC/DEC/(95)02 of 1 December 1995 on the adoption of national type approval regulations for equipment to be used in the land mobile service using angle modulation based on the European Telecommunications Standard (ETS) 300 086";"=HYPERLINK(""http://docdb.cept.org/download/2330"")";"=HYPERLINK(""http://docdb.cept.org/document/720"")"
"ECC Decisions";"ERC/DEC/(95)01";"WGFM";"2008-03-14";"Withdrawn";"ERC/DEC/(95)01 of 1 December 1995 on the free circulation and use of certain radio equipment in CEPT member countries

latest amended on 14 March 2008 ";"=HYPERLINK(""http://docdb.cept.org/download/2331"")";"=HYPERLINK(""http://docdb.cept.org/document/719"")"
"ECC Decisions";"ERC/DEC/(94)03";"WGFM";"1994-10-24";"Active";"ERC/DEC/(94)03 of 24 October 1994 on the frequency band to be designated for the coordinated introduction of the Digital European Cordless Telecommunications system";"=HYPERLINK(""http://docdb.cept.org/download/2335"")";"=HYPERLINK(""http://docdb.cept.org/document/718"")"
"ECC Decisions";"ERC/DEC/(94)02";"";"1994-10-24";"Withdrawn";"ERC/DEC/(94)02 of 24 October 1994 on the frequency band to be designated for the coordinated introduction of the European Radio Messaging System (ERMES)";"=HYPERLINK(""http://docdb.cept.org/download/2337"")";"=HYPERLINK(""http://docdb.cept.org/document/717"")"
"ECC Decisions";"ERC/DEC/(94)01";"ECC PT1";"1994-10-24";"Active";"ERC/DEC/(94)01 of 24 October 1994 on the frequency bands to be designated for the coordinated introduction of the GSM digital pan-European communications system";"=HYPERLINK(""http://docdb.cept.org/download/2339"")";"=HYPERLINK(""http://docdb.cept.org/document/716"")"
"ECC Decisions";"ERC/DEC/(93)01";"";"1993-03-12";"Withdrawn";"ERC/DEC/(93)01 of 12 March 1993 on frequency bands to be designated for the coordinated introduction of Digital Short-Range Radio (DSRR)";"=HYPERLINK(""http://docdb.cept.org/download/2340"")";"=HYPERLINK(""http://docdb.cept.org/document/715"")"
"ECC Decisions";"ERC/DEC/(92)02";"";"1992-10-22";"Withdrawn";"ERC/DEC/(92)02 of 22 October 1992 on the frequency bands to be designated for the coordinated introduction of Road Transport Telematic Systems";"=HYPERLINK(""http://docdb.cept.org/download/2341"")";"=HYPERLINK(""http://docdb.cept.org/document/714"")"
"ECC Decisions";"ERC/DEC/(92)01";"";"1992-10-22";"Withdrawn";"ERC/DEC/(92)01 of 22 October 1992 on the frequency bands to be designated for the coordinated introduction of the Terrestrial Flight Telecommunications System";"=HYPERLINK(""http://docdb.cept.org/download/2342"")";"=HYPERLINK(""http://docdb.cept.org/document/713"")"
"ECC Decisions";"ERC/DEC/(01)25";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)25 of 12 March 2001 on Exemption from Individual Licensing of Thuraya mobile user terminals
";"=HYPERLINK(""http://docdb.cept.org/download/2343"")";"=HYPERLINK(""http://docdb.cept.org/document/712"")"
"ECC Decisions";"ERC/DEC/(01)24";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)24 of 12 March 2001 on free circulation and use of Thuraya mobile user terminals in CEPT member countries enlarging the field of application of <a href=""https://docdb.cept.org/document/719"">ERC Decision (95)01</a>";"=HYPERLINK(""http://docdb.cept.org/download/2344"")";"=HYPERLINK(""http://docdb.cept.org/document/711"")"
"ECC Decisions";"ERC/DEC/(01)23";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)23 of 12 March 2001 on free circulation and use of SpaceChecker S-SMS mobile user terminals in CEPT member countries enlarging the field of application of <a href=""https://docdb.cept.org/document/719"">ERC Decision (95)01</a>";"=HYPERLINK(""http://docdb.cept.org/download/2345"")";"=HYPERLINK(""http://docdb.cept.org/document/710"")"
"ECC Decisions";"ERC/DEC/(01)22";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)22 of 12 March 2001 on Exemption from Individual Licensing of SpaceChecker S-SMS Mobile User Terminals

";"=HYPERLINK(""http://docdb.cept.org/download/2346"")";"=HYPERLINK(""http://docdb.cept.org/document/709"")"
"ECC Decisions";"ERC/DEC/(01)21";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)21 of 12 March 2001 on harmonised frequency band to be designated for the Direct Mode Operation (DMO) of the Digital Land Mobile Systems";"=HYPERLINK(""http://docdb.cept.org/download/2347"")";"=HYPERLINK(""http://docdb.cept.org/document/708"")"
"ECC Decisions";"ERC/DEC/(01)20";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)20 of 12 March 2001 on harmonised frequency bands to be designated for Air-Ground-Air operation (AGA) of the Digital Land Mobile Systems for the Emergency Services";"=HYPERLINK(""http://docdb.cept.org/download/2348"")";"=HYPERLINK(""http://docdb.cept.org/document/707"")"
"ECC Decisions";"ERC/DEC/(01)19";"FM62";"2001-03-12";"Active";"ERC/DEC/(01)19 of 12 March 2001 on harmonised frequency bands to be designated for the Direct Mode Operation (DMO) of the Digital Land Mobile Systems for the Emergency Services";"=HYPERLINK(""http://docdb.cept.org/download/2349"")";"=HYPERLINK(""http://docdb.cept.org/document/706"")"
"ECC Decisions";"ERC/DEC/(01)18";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)18 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Wireless Audio Applications operating in the frequency band 863 - 865 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2351"")";"=HYPERLINK(""http://docdb.cept.org/document/705"")"
"ECC Decisions";"ERC/DEC/(01)17";"SRDMG";"2022-06-10";"Active";"ERC/DEC/(01)17 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Ultra Low Power Active Medical Implant (ULP-AMI) communication systems operating in the frequency band 401 - 406 MHz on a secondary basis

latest updated on 10 June 2022 (WG FM#105)";"=HYPERLINK(""http://docdb.cept.org/download/4036"")";"=HYPERLINK(""http://docdb.cept.org/document/704"")"
"ECC Decisions";"ERC/DEC/(01)16";"";"2001-01-12";"Withdrawn";"ERC/DEC/(01)16 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for inductive applications operating in the frequency band 26.957 - 27.283 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2354"")";"=HYPERLINK(""http://docdb.cept.org/document/703"")"
"ECC Decisions";"ERC/DEC/(01)15";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)15 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for inductive applications operating in the frequency band 7400 - 8800 kHz";"=HYPERLINK(""http://docdb.cept.org/download/2355"")";"=HYPERLINK(""http://docdb.cept.org/document/702"")"
"ECC Decisions";"ERC/DEC/(01)14";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)14 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for inductive applications operating in the frequency bands 6765 - 6795 kHz, 13.553 - 13.567 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2356"")";"=HYPERLINK(""http://docdb.cept.org/document/701"")"
"ECC Decisions";"ERC/DEC/(01)13";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)13 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for inductive applications operating in the frequency bands 9 - 59.750 kHz, 59.750 - 60.250 kHz, 60.250 - 70 kHz, 70 - 119 kHz,  119 - 135 kHz";"=HYPERLINK(""http://docdb.cept.org/download/2357"")";"=HYPERLINK(""http://docdb.cept.org/document/700"")"
"ECC Decisions";"ERC/DEC/(01)12";"SRDMG";"2022-06-10";"Active";"ERC/DEC/(01)12 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Model control operating in the frequencies 40.665, 40.675, 40.685 and 40.695 MHz

latest updated on 10 June 2022 (WG FM#105)";"=HYPERLINK(""http://docdb.cept.org/download/4034"")";"=HYPERLINK(""http://docdb.cept.org/document/699"")"
"ECC Decisions";"ERC/DEC/(01)11";"SRDMG";"2022-06-10";"Active";"ERC/DEC/(01)11 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Flying Model control operating in the frequency band 34.995-35.225 MHz

latest updated on 10 June 2022 (WG FM#105)
";"=HYPERLINK(""http://docdb.cept.org/download/4032"")";"=HYPERLINK(""http://docdb.cept.org/document/698"")"
"ECC Decisions";"ERC/DEC/(01)10";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)10 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Model control operating in the frequencies 26.995, 27.045, 27.095, 27.145 and 27.195 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2362"")";"=HYPERLINK(""http://docdb.cept.org/document/697"")"
"ECC Decisions";"ERC/DEC/(01)09";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)09 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Alarms operating in the frequency bands 868.60 - 868.7 MHz, 869.25 - 869.3 MHz, 869.65 - 869.7 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2363"")";"=HYPERLINK(""http://docdb.cept.org/document/696"")"
"ECC Decisions";"ERC/DEC/(01)08";"SRDMG";"2001-04-01";"Withdrawn";"ERC/DEC/(01)08 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Movement Detection and Alert operating in the frequency band 2400 - 2483.5 MHz
 
";"=HYPERLINK(""http://docdb.cept.org/download/2364"")";"=HYPERLINK(""http://docdb.cept.org/document/695"")"
"ECC Decisions";"ERC/DEC/(01)07";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)07 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Radio Local Area Networks (RLANs) operating in the frequency band 2400 - 2483.5 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2366"")";"=HYPERLINK(""http://docdb.cept.org/document/694"")"
"ECC Decisions";"ERC/DEC/(01)06";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)06 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-specific Short Range Devices operating in the frequency band 5725 - 5875 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2367"")";"=HYPERLINK(""http://docdb.cept.org/document/693"")"
"ECC Decisions";"ERC/DEC/(01)05";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)05 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-specific Short Range Devices operating in the frequency band 2400 - 2483.5 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2368"")";"=HYPERLINK(""http://docdb.cept.org/document/692"")"
"ECC Decisions";"ERC/DEC/(01)04";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)03 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-specific Short Range Devices operating in the frequency bands 868.0 - 868.6 MHz, 868.7 - 869.2 MHz, 869.4 - 869.65 MHz, 869.7 - 870.0 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2369"")";"=HYPERLINK(""http://docdb.cept.org/document/691"")"
"ECC Decisions";"ERC/DEC/(01)03";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)03 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-specific Short Range Devices operating in the frequency band 40.660 - 40.700 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2370"")";"=HYPERLINK(""http://docdb.cept.org/document/690"")"
"ECC Decisions";"ERC/DEC/(01)02";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)02 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-specific Short Range Devices operating in the frequency band 26.957 - 27.283 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2371"")";"=HYPERLINK(""http://docdb.cept.org/document/689"")"
"ECC Decisions";"ERC/DEC/(01)01";"";"2001-03-12";"Withdrawn";"ERC/DEC/(01)01 of 12 March 2001 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-specific Short Range Devices operating in the frequency bands 6765 - 6795 kHz and 13.553 - 13.567 MHz";"=HYPERLINK(""http://docdb.cept.org/download/2372"")";"=HYPERLINK(""http://docdb.cept.org/document/688"")"
"ECC Decisions";"ERC/DEC/(00)09";"";"2000-10-19";"Withdrawn";"ERC/DEC/(00)09 of 19 October 2000 on the use of the band 27.5 – 29.5 GHz by the fixed service and uncoordinated Earth stations of the fixed-satellite services (Earth-to-space)";"=HYPERLINK(""http://docdb.cept.org/download/2373"")";"=HYPERLINK(""http://docdb.cept.org/document/687"")"
"ECC Decisions";"ERC/DEC/(00)08";"FM44";"2000-10-19";"Active";"ERC/DEC/(00)08 of 19 October 2000 on the use of the band 10.7 - 12.5 GHz by the fixed service and Earth stations of the broadcasting-satellite and fixed-satellite Service (space-to-Earth)";"=HYPERLINK(""http://docdb.cept.org/download/2374"")";"=HYPERLINK(""http://docdb.cept.org/document/686"")"
"ECC Decisions";"ERC/DEC/(00)07";"FM44";"2016-03-04";"Active";"ERC/DEC/(00)07 of 19 October 2000 on the shared use of the band 17.7-19.7 GHz by the fixed service and Earth stations of the fixed-satellite service (space-to-Earth)

amended on 4 March 2016 (ECC#41)";"=HYPERLINK(""http://docdb.cept.org/download/2376"")";"=HYPERLINK(""http://docdb.cept.org/document/685"")"
"ECC Decisions";"ERC/DEC/(00)06";"";"2000-10-19";"Withdrawn";"ERC/DEC/(00)06 of 19 October  2000 on the licensing and global circulation and use of IMT-2000 terrestrial and satellite mobile terminals";"=HYPERLINK(""http://docdb.cept.org/download/2379"")";"=HYPERLINK(""http://docdb.cept.org/document/684"")"
"ECC Decisions";"ERC/DEC/(00)05";"";"2000-03-27";"Withdrawn";"ERC/DEC/(00)05 of 27 March 2000 on Exemption from Individual Licensing of Very Small Aperture Terminals (VSAT) operating in the frequency bands 14.0 - 14.25 GHz Earth-to-space and 12.5 - 12.75 GHz space-to-Earth
";"=HYPERLINK(""http://docdb.cept.org/download/2380"")";"=HYPERLINK(""http://docdb.cept.org/document/683"")"
"ECC Decisions";"ERC/DEC/(00)04";"";"2000-03-27";"Withdrawn";"ERC/DEC/(00)04 of 27 March 2000 on Exemption from Individual Licensing of Satellite User Terminals (SUTs) operating within the Frequency Bands 19.70 - 20.20 GHz space-to-Earth and 29.50 - 30.00 GHz Earth-to-space";"=HYPERLINK(""http://docdb.cept.org/download/2381"")";"=HYPERLINK(""http://docdb.cept.org/document/682"")"
"ECC Decisions";"ERC/DEC/(00)03";"";"2000-03-27";"Withdrawn";"ERC/DEC/(00)03 of 27 March 2000 on Exemption from Individual Licensing of Satellite Interactive Terminals (SITs) operating within the Frequency Bands 10.70 - 12.75 GHz space-to-Earth and 29.50 - 30.00 GHz Earth-to-Space";"=HYPERLINK(""http://docdb.cept.org/download/2382"")";"=HYPERLINK(""http://docdb.cept.org/document/681"")"
"ECC Decisions";"ERC/DEC/(00)02";"FM44";"2022-03-04";"Active";"ERC/DEC/(00)02 of 27 March 2000 on use of the band 37.5-39.5 GHz by the fixed service and by earth stations of the fixed-satellite service (space-to-Earth) and use of the band 39.5-40.5 GHz by earth stations of the fixed-satellite service and the mobile-satellite service (space-to-Earth)

amended 4 March 2022 (ECC#58)";"=HYPERLINK(""http://docdb.cept.org/download/3724"")";"=HYPERLINK(""http://docdb.cept.org/document/680"")"
"ECC Decisions";"ERC/DEC/(00)01";"";"2000-03-28";"Withdrawn";"ERC/DEC/(00)01 of 28 March 2000 extending ERC/DEC/(97)07 on the frequency bands for the introduction of terrestrial Universal Mobile Telecommunications System (UMTS)";"=HYPERLINK(""http://docdb.cept.org/download/2385"")";"=HYPERLINK(""http://docdb.cept.org/document/679"")"
"ECC Recommendations";"ECC/REC/(25)04";"NaN2";"2025-10-16";"Active";"ECC/REC/(25)04 of 16 October 2025 on Measures to handle alphanumeric SMS Sender IDs
(WG NaN#31)";"=HYPERLINK(""http://docdb.cept.org/download/4812"")";"=HYPERLINK(""http://docdb.cept.org/document/28656"")"
"ECC Recommendations";"ECC/REC/(25)03";"FM60";"2025-10-17";"Active";"ECC/REC/(25)03 of 17 October 2025 on Guidelines for the protection of FS and FSS and their future deployment when introducing low and medium power terrestrial wireless broadband systems (WBB LMP) in the 3800-4200 MHz frequency band, also considering cross border situations
(FM#111)";"=HYPERLINK(""http://docdb.cept.org/download/4825"")";"=HYPERLINK(""http://docdb.cept.org/document/28659"")"
"ECC Recommendations";"ECC/REC/(25)02";"FM56";"2025-10-17";"Active";"ECC/REC/(25)02 of 17 October 2025 on Cross-border coordination for Railway Mobile Radio (RMR) in the 900 MHz frequency band excluding GSM-R vs. GSM-R
(FM#111)";"=HYPERLINK(""http://docdb.cept.org/download/4823"")";"=HYPERLINK(""http://docdb.cept.org/document/28658"")"
"ECC Recommendations";"ECC/REC/(25)01";"SRDMG";"2025-10-17";"Active";"ECC/REC/(25)01 of 14 February 2025 on Emission limit requirements for Wireless Power Transmission (WPT)

corrected 17 October 2025 (FM#111)";"=HYPERLINK(""http://docdb.cept.org/download/4830"")";"=HYPERLINK(""http://docdb.cept.org/document/28641"")"
"ECC Recommendations";"ECC/REC/(24)04";"FM22";"2024-10-18";"Active";"ECC/REC/(24)04 of 18 October 2024 on Field strength measurements of Mobile/Fixed Communications Networks (MFCN) in border areas up to 6 GHz 
(FM#108)";"=HYPERLINK(""http://docdb.cept.org/download/4545"")";"=HYPERLINK(""http://docdb.cept.org/document/28626"")"
"ECC Recommendations";"ECC/REC/(24)03";"FM44";"2024-06-07";"Active";"ECC/REC/(24)03 of 7 June 2024 on licensing of earth stations for space tracking, space telemetry and space telecommand in the bands 2025-2110 MHz (Earth-to-space) and 2200-2290 MHz (space-to-Earth)
(FM#107)";"=HYPERLINK(""http://docdb.cept.org/download/4508"")";"=HYPERLINK(""http://docdb.cept.org/document/28613"")"
"ECC Recommendations";"ECC/REC/(24)02";"FM59";"2024-06-07";"Active";"ECC/REC/(24)02 of 7 June 2024 on guidance for the use of governmental UAS operating within the frequency bands 1880-1900 MHz and 1910-1920 MHz
(FM#107)";"=HYPERLINK(""http://docdb.cept.org/download/4506"")";"=HYPERLINK(""http://docdb.cept.org/document/28612"")"
"ECC Recommendations";"ECC/REC/(24)01";"SE21";"2024-05-10";"Active";"ECC/REC/(24)01 of 10 May 2024 on Receiver resilience to transmission on adjacent frequency ranges
(SE#96)";"=HYPERLINK(""http://docdb.cept.org/download/4491"")";"=HYPERLINK(""http://docdb.cept.org/document/28606"")"
"ECC Recommendations";"ECC/REC/(23)03";"NaN2";"2023-11-28";"Active";"ECC/REC/(23)03 of 28 November 2023 on measures to handle incoming international voice calls with suspected spoofed national E.164 numbers
(NaN#27)";"=HYPERLINK(""http://docdb.cept.org/download/4402"")";"=HYPERLINK(""http://docdb.cept.org/document/28602"")"
"ECC Recommendations";"ECC/REC/(23)02";"ECC PT1";"2023-07-07";"Active";"ECC/REC/(23)02 of 7 July 2023 on cross-border coordination for Mobile/Fixed Communications Networks (MFCN) in the frequency band 24.25-27.5 GHz
(ECC#62)";"=HYPERLINK(""http://docdb.cept.org/download/4383"")";"=HYPERLINK(""http://docdb.cept.org/document/28599"")"
"ECC Recommendations";"ECC/REC/(23)01";"FM56";"2023-06-16";"Active";"ECC/REC/(23)01 of 16 June 2023 on cross-border coordination for Railway Mobile Radio (RMR) in the 1900-1910 MHz TDD frequency band
(FM#102)";"=HYPERLINK(""http://docdb.cept.org/download/4367"")";"=HYPERLINK(""http://docdb.cept.org/document/28594"")"
"ECC Recommendations";"ECC/REC/(22)02";"ECC PT1";"2022-11-18";"Active";"ECC/REC/(22)02 of 18 November 2022 on guidelines on measures to facilitate compatibility between MFCN operating in 40.5-43.5 GHz and FSS earth stations receiving in 39.5-40.5 GHz and to prevent and/or resolve interference issues
(ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4183"")";"=HYPERLINK(""http://docdb.cept.org/document/28573"")"
"ECC Recommendations";"ECC/REC/(22)01";"ECC PT1";"2022-11-18";"Active";"ECC/REC/(22)01 of 18 November 2022 on guidelines to support the introduction of MFCN in 40.5-43.5 GHz while ensuring, in a proportionate way, the use of FSS receiving earth stations in the frequency band 40.5-42.5 GHz and the use of FSS transmitting earth stations in the frequency band 42.5-43.5 GHz and the possibility for future deployment of these earth stations
(ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4176"")";"=HYPERLINK(""http://docdb.cept.org/document/28572"")"
